country_name,avg_pm25,Country Code_x,year,population_density,Country Code_y,gdp_per_capita,log_gdp,gdp_group
chile,24.152309999999996,CHL,2000.0,20.8513352485165,CHL,5052.99245766325,8.527735912645484,Medium
chile,24.152309999999996,CHL,2001.0,21.0937108288547,CHL,4563.5952986689,8.425866034541322,Medium
chile,24.152309999999996,CHL,2002.0,21.3278312164103,CHL,4430.84741157984,8.396346134041393,Medium
chile,24.152309999999996,CHL,2003.0,21.5522021917012,CHL,4773.40177520754,8.470814490125202,Medium
chile,24.152309999999996,CHL,2004.0,21.7708477913526,CHL,6120.59152055344,8.719414024520908,Medium
chile,24.152309999999996,CHL,2005.0,21.9879951367258,CHL,7480.32330998636,8.920031293294633,Medium
chile,24.152309999999996,CHL,2006.0,22.2037450977228,CHL,9318.65655296121,9.139773750611525,High
chile,24.152309999999996,CHL,2007.0,22.4221432298812,CHL,10346.4138184533,9.244395247680954,High
chile,24.152309999999996,CHL,2008.0,22.6472942657478,CHL,10683.2188772511,9.27642946010548,High
chile,24.152309999999996,CHL,2009.0,22.876931994857,CHL,10098.8017167286,9.220172053882784,High
chile,24.152309999999996,CHL,2010.0,23.107901206673,CHL,12632.8704724192,9.444057463664135,High
chile,24.152309999999996,CHL,2011.0,23.3370130673596,CHL,14487.3927832032,9.58103408697891,High
chile,24.152309999999996,CHL,2012.0,23.5620242302954,CHL,15241.9069981119,9.631803952522098,High
chile,24.152309999999996,CHL,2013.0,23.7878208335351,CHL,15683.5486369155,9.660367584428581,High
chile,24.152309999999996,CHL,2014.0,24.0860324163393,CHL,14529.6767206336,9.58394850722071,High
chile,24.152309999999996,CHL,2015.0,24.333348398175,CHL,13433.9202987032,9.505538153004625,High
chile,24.152309999999996,CHL,2016.0,24.6093854617587,CHL,13649.8520452803,9.521483961380758,High
chile,24.152309999999996,CHL,2017.0,25.002288872834,CHL,14879.9086227187,9.607767167421903,High
chile,24.152309999999996,CHL,2018.0,25.4526848895971,CHL,15659.4808675628,9.658831818775825,High
chile,24.152309999999996,CHL,2019.0,25.84400416762,CHL,14495.716721687,9.581608486265589,High
chile,24.152309999999996,CHL,2020.0,26.0767352343796,CHL,13114.815470545,9.48149782209486,High
chile,24.152309999999996,CHL,2021.0,26.192118041714,CHL,16206.8325493421,9.693188194608823,High
chile,24.152309999999996,CHL,2022.0,26.3222982801325,CHL,15405.6165774073,9.642487434728823,High
chile,24.152309999999996,CHL,2023.0,26.4647249005172,CHL,17067.0364799154,9.744904190869768,High
china,41.84755406911929,CHN,1961.0,70.3357920805262,CHN,75.9655011127574,4.330279304500805,Low
china,41.84755406911929,CHN,1962.0,70.9152397944239,CHN,71.0616845971262,4.26354829699815,Low
china,41.84755406911929,CHN,1963.0,72.6796793864671,CHN,74.4681540864463,4.310371572070725,Low
china,41.84755406911929,CHN,1964.0,74.3860676909967,CHN,85.6611074645449,4.45039890071146,Low
china,41.84755406911929,CHN,1965.0,76.1787340558677,CHN,98.6681688740435,4.591762390614815,Low
china,41.84755406911929,CHN,1966.0,78.3319575000666,CHN,104.50646350178,4.649248921183803,Low
china,41.84755406911929,CHN,1967.0,80.3717412723351,CHN,96.7614480104016,4.572248650598865,Low
china,41.84755406911929,CHN,1968.0,82.497803104945,CHN,91.6454581848979,4.517927416973732,Low
china,41.84755406911929,CHN,1969.0,84.7894975101856,CHN,100.308139479526,4.608246843016534,Low
china,41.84755406911929,CHN,1970.0,87.1637419114318,CHN,113.346243039894,4.7304472316304755,Low
china,41.84755406911929,CHN,1971.0,89.5912443746172,CHN,118.84249157909,4.777799016203388,Low
china,41.84755406911929,CHN,1972.0,91.8200942667696,CHN,132.097410431007,4.88353960824005,Low
china,41.84755406911929,CHN,1973.0,93.9408302931856,CHN,157.339888078555,5.0584083575658685,Low
china,41.84755406911929,CHN,1974.0,95.9017921337843,CHN,160.402546852304,5.077686573437929,Low
china,41.84755406911929,CHN,1975.0,97.6108433414108,CHN,178.621249282085,5.185267638308568,Low
china,41.84755406911929,CHN,1976.0,99.132958751631,CHN,165.680987722637,5.110064178698222,Low
china,41.84755406911929,CHN,1977.0,100.493169653556,CHN,185.728620718294,5.224286579898559,Low
china,41.84755406911929,CHN,1978.0,101.846989588049,CHN,156.655616850835,5.054049872809234,Low
china,41.84755406911929,CHN,1979.0,103.214656618646,CHN,184.285853059043,5.216488101333687,Low
china,41.84755406911929,CHN,1980.0,104.517348813677,CHN,195.149479992051,5.27376582896538,Low
china,41.84755406911929,CHN,1981.0,105.864777780737,CHN,197.425510967822,5.285361353541987,Low
